"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.0301489864889794,0.0968645700185266,-0.311248854800191,0.755611445397284
"shannon.d",0.368590124060565,0.103930703431696,3.54649888714363,0.000390386391233868
"orig",0.428152298507274,0.134161806280982,3.19131286597745,0.00141627824214453
"ext",-0.479051986709097,0.11955076870178,-4.00710084854491,6.14686212012713e-05
