"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.47806522723747,0.0590338777075125,-58.9164283679583,0
"bin.lag",0.119291685606879,0.0378495200242235,3.15173575597612,0.00162303079959361
"position",-0.270693967867001,0.0638968290053405,-4.23642255931631,2.27109198248366e-05
