"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.68173836036988,0.130500491312335,-28.2124482700847,4.11428665203357e-175
"bin_lag",0.114312794630145,0.031921986330464,3.58100506173869,0.000342275022377694
"position",-0.0434886908481962,0.00942569466323269,-4.61384464508859,3.95287934020802e-06
