"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.82745781931879,0.492072205791924,-9.81046635533834,1.0149838458177e-22
"bin_lag",0.170292678318707,0.134410420216921,1.26696038926057,0.205169453692774
"position",0.014736693266783,0.0293991747417439,0.501262140731399,0.616186646070687
