"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.85596685833894,0.145076008895976,-26.5789422226509,1.18920307056665e-155
"bin_lag",0.119178603550229,0.0312523841444225,3.8134243774646,0.000137054475278068
"position",-0.0386396671959735,0.00919421498607744,-4.20260644921666,2.6385909855103e-05
"INC_increase",2.75164429391842,1.14353595834085,2.40625952673212,0.0161168107238962
