"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.0655677320832882,0.069309726922593,-0.946010538412827,0.344143211151689
"novel.classNONE",-1.50495914905352,0.0680472170787783,-22.1163952570056,2.19806148346813e-108
"novel.classBLIP",-0.452663323261269,0.107225963447382,-4.22158317545358,2.42592405366973e-05
