"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.25347961187416,0.0865709250631675,-49.1328885393169,0
"bin.lag",0.108398769993801,0.0534938283446832,2.02637899264457,0.0427259620060561
"position",-0.349578414186824,0.0948968375710248,-3.68377306488411,0.000229806852360327
