"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.29177912908363,0.0536453635321758,-61.3618570616874,0
"bin.lag",0.119236438160616,0.0357011188215133,3.33985158159146,0.000838231743887761
"position",-0.189410150686859,0.0570144708867263,-3.32214169036437,0.000893293195749584
