"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.47806522619404,0.0590338083465029,-58.9164975733786,0
"bin.lag",0.119291685622111,0.0378492151880966,3.15176114033739,0.0016228897180463
"position",-0.270693966535776,0.0638949582293303,-4.23654657640134,2.26983853538363e-05
