"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.2297975272985,0.0356869832996089,-90.5035177723721,0
"bin_lag",0.0553655513366478,0.0234526898630871,2.36073353034823,0.0182388307569489
"position",-0.197967571934521,0.032681722360856,-6.05743998889219,1.3830491247501e-09
"INC_increase",0.0991552736005909,0.0210127626128129,4.71881186818002,2.37226076284457e-06
