"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.25347961204232,0.086567377186799,-49.1349022029855,0
"bin.lag",0.108398769990555,0.0534932305851681,2.0264016363336,0.0427236434120339
"position",-0.349578414390142,0.0948953604270247,-3.68383040874765,0.000229755133001977
