"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.98129198674007,0.0341439908849029,-87.315275967294,0
"bin_lag",0.125224184195209,0.0176472552127374,7.09595813545132,1.28458362709352e-12
"position",-0.078427339456888,0.0279062292048114,-2.81038827859144,0.0049481764783293
"INC_increase",0.00321803988404877,0.0270116194826179,0.119135392312171,0.905168091397551
